productID,productName,productType,description,pricePerKg
1063,Bufcafe Rwanda Espresso,Medium-Light,"Evaluated as espresso. Delicate, crisply sweet-savory. Tamarind, baker’s chocolate, rhododendron, mulberry, oak in aroma and small cup. Confident, satiny-smooth mouthfeel; richly drying finish redolent of chocolate-toned aromatic oak. In three parts milk, chocolate and sweet floral notes merge and bloom, and a pretty hint of tangerine zest also surfaces. Produced from trees of the heirloom Bourbon variety of Arabica. Epiphanie Mukashyaka established the now famous Bufcafe washing station or wet mill following the Rwandan genocide and the loss of most of her family. She and her son now operate two wet mills and a dry mill in the area. Processed by the conventional wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information. An unapologetically savory-sweet coffee, especially attractive in milk, where both basic taste tendencies are enhanced by notes of tamarind and citrus zest.",50.70
1064,Bufcafe Rwanda,Light,"Deeply sweet, richly savory. Dried apricot, roasted cacao nib, freesia, almond, tamarind in aroma and cup. Balanced, sweet-savory structure; syrupy-smooth mouthfeel. The finish leads with notes of dried stone fruit and spicy florals in the short, rounding to almond and cocoa in the long, with a hint of tamarind-like sweet-tartness. Produced from trees of local strains of the heirloom Bourbon variety of Arabica. Epiphanie Mukashyaka established the now famous Bufcafe washing station or wet mill following the Rwandan genocide and the loss of most of her family. She and her son now operate two wet mills and a dry mill in the area. Processed by the conventional wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information. A superior Rwanda cup, classically sweet-savory with an appealing high-toned crispness.",50.70
1065,Gedeb Ethiopia,Medium-Light,"Deeply sweet, intensely pungent. Dark chocolate, tangerine zest, star jasmine, maple syrup, frankincense in aroma and cup. Deeply sweet-toned in structure with lively, bright acidity; satiny mouthfeel. The finish is as elegant as the cup implies: flavor-saturated, floral-, chocolate- and fruit-toned in both short and long. Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information. A big, juicy wet-processed Ethiopia cup laden with rich floral and fruit tones throughout, all enveloped in dark chocolate.",55.10
1066,Civet Yirgacheffe Sisota,Medium-Light,"Richly savory, sweetly herb-toned. Baker’s chocolate, fennel, black cherry, cedar, wisteria-like flowers in aroma and cup. Round, deeply sweet in structure; syrupy mouthfeel. The cocoa-toned finish leads with black cherry in the short, which settles into a cedar-toned flowers in the long. The cup profile of this coffee owes its originality to a complex, overlapping set of influences. First, tree variety: It was produced from heirloom varieties grown only in southern Ethiopia. Second, processing method: It was processed using a variation of the honey method, in which only the skins are removed from the coffee fruit and the beans are dried still enveloped in all or part of the fruit pulp. Finally, the beans were exposed to cultured strains of bacteria extracted from the excrement of the civet cat, making this a laboratory version of the famous kopi luwak, the coffee passed through the intestines of a civet cat or luwak. Good Chance Biotechnology., Ltd. is a Taiwan-based specialty coffee company. For more information, visit http://www.magiccat.pro/ or email [email protected] An impressively rich sweet-savory cup with a throughline of fennel-like herb notes. Interesting both for its unusual cup and its unusual processing variation.",908.30
1067,Civet Ethiopia Papilio Sidamo,Medium-Light,"Delicately sweet-tart, fruit-toned. Strawberry, aged rum, cocoa powder, pink peppercorn, celery seed in aroma and cup. Sweetly fermenty in structure; satiny-smooth in mouthfeel. A hint of aged rum carries the finish, accompanied by berry notes in the short and spice-toned savory notes in the long. The cup profile of this coffee owes its originality to a complex, overlapping set of influences. First, tree variety: It was produced from heirloom varieties grown only in southern Ethiopia. Second, processing method: It is a “natural” or dry-processed coffee, meaning the beans were dried inside the fruit, encouraging a flavor profile that is sweeter and deeper-toned than profiles associated with the more typical wet or “washed” process the which the soft fruit residue is removed before drying. Finally, the beans were exposed to cultured strains of bacteria extracted from the excrement of the civet cat, making this a laboratory version of the famous kopi luwak, the coffee passed through the intestines of a civet cat or luwak. Good Chance Biotechnology., Ltd. is a Taiwan-based specialty coffee company. For more information, visit http://www.magiccat.pro/ or email [email protected] A Sidamo coffee processed by the dry or natural method and treated with a cultured essence of kopi luwak that together net richly ripe fruit notes, cocoa tones, and a pleasing hint of sweet ferment.",908.30
1068,Estate Carbonic Maceration,Medium-Light,"Gently bittersweet, deeply floral-toned. Baker’s chocolate, aromatic orchid, hazelnut, oak in aroma and cup. Low-toned, crisply bittersweet in structure. Mouthfeel is light though silky. The finish consolidates to a rich, oaky chocolate. Ka’u is an emerging Hawaii coffee-growing district centered approximately 30 miles southeast of the famous Kona region. This Ka’u is produced by the Palehua Ohana Cooperative of small-holding Ka’u farmers, an organization dedicated to impeccable socio-economic and environmental practices. Carbonic maceration is an innovative variation on the wet or “washed” method, in which the whole coffee fruit is fermented in a carbon-dioxide rich environment before the fruit residue is removed and the beans are dried. The goal is to improve the clarity and sweetness of fruit notes. The method is being pioneered by Sasa Sestic, an Australian barista champion. Visit www.kauspecialtycoffee.com for more information. Delicately bittersweet and cocoa-toned, with flowers hinting at lushness.",130.00
1069,Ethiopia Banko Gotiti,Light,"Resonantly fruit-forward, elegant, complex. Honey, dried raspberry, chocolate truffle, aged rum, a hint of marjoram in aroma and cup. Juicy, rich structure with bright, vibrant acidity; full, satiny mouthfeel. A suggestion of sweet marjoram complicates the rich, flavor-saturated finish, which leads with honey and raspberry notes in the short, rounding to chocolate and aged rum in the long. Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. This coffee is certified organically grown and Fair Trade Certified, meaning it was purchased from small-holding farmers at a “fair” or economically sustainable price. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information. A juicy-sweet Ethiopia natural cup: lively and fruit-toned, with a hint of elegant, rum-like sweet ferment.",49.90
1070,Panama Auromar Estate Geisha Peaberry,Medium-Light,"Resonantly bright, floral-toned. Jasmine, frankincense, cardamom, toffee, apricot in aroma and cup. Balanced, sweetly tart structure with juicy acidity; crisp, velvety mouthfeel. The deep, flavor-saturated finish leads with caramel-toned apricot in the short, with rich florals resurfacing in the long. Regrettably, this fine coffee sold out before the publication of our review. Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also Geisha) by farmer Roberto Brenes of Auromar Estate. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a dry-processed or “natural” Gesha, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. This sample also consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Based in the San Diego area, Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title from Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information. A vibrant, exhilarating natural-processed peaberry Gesha saturated with rich floral, spice and fruit aromas and flavors throughout the profile.",224.90
1071,Indonesia Emerald Mandheling,Medium-Light,"Deeply rich, spicy sweet. Pear, cedar, vanilla, grapefruit zest, cumin in aroma and cup. Tartly bittersweet in structure; full, syrupy though drying mouthfeel. Resonant finish consolidates around pear and a floral-toned vanilla. Coffees from the northern part of the Indonesian island of Sumatra are valued for their complex aromatic wood and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet-hulling.” This is a refined example of the type. A.R.C., whose motto is “more than specialty,” rigorously controls three vital elements: sourcing of green coffee, roasting, and, in cafe environments, water quality for brewed coffee. For more information, visit http://www.arc.coffee/en/index.html. Complex and dynamic in structure, balancing tart, sweet and bitter, with deeply layered and complex aromatics.",80.20
1072,Panama Finca Hartmann Geisha Natural,Light,"Delicate, deeply sweet, complexly layered. Passionfruit, roasted cacao nib, frankincense, lilac, almond in aroma and cup. Balanced, sweet-tart structure with juicy acidity; crisp, satiny mouthfeel. The richly cocoa-toned finish is redolent of tropical fruit and fragrant aromatic wood. Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also Geisha) by the Hartmann family. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a dry-processed or “natural” Gesha, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information. An exciting natural-processed Geisha that leads with juicy fruit notes and deeply sweet florals, all wrapped in frankincense and cocoa.",238.10
1073,Ethiopia Reko Estate Yirgacheffe,Medium-Light,"Deep, intense, sweetly perfumy, savory-edged. Dark chocolate, vanilla, dried mango, sandalwood, a hint of dried mint in aroma and cup. Very sweet though also rather drying and tannic in structure; satiny mouthfeel. Resonant, flavor-saturated finish, sweet yet spicy, particularly impressive in the long. Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. Processed by the wet or washed method (fruit skin and pulp are removed before drying).Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information. Expresses the deep, spicy-sweet side of the Yirgacheffe profile, engaging in its balance of savory depth and perfumy sweetness.",55.80
1074,Costa Rica Sonora Estate Venecia Natural,Medium-Light,"Rich, roundly sweet-tart. Peach, fresh-cut fir, baker’s chocolate, magnolia, brown sugar in aroma and cup. Bittersweet in structure; crisp, velvety mouthfeel. Baker’s chocolate and stone fruit carry the quietly resonant short finish, fresh-cut fir and deep florals prevail in the long. Produced by the father-son team of Alberto and Diego Guardia from trees of the Venecia variety, a mutant selection of the sturdy, compact-growing Caturra that withstands heavy rains, among other agronomic virtues. An unusually refined example of a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information. An engaging natural-processed Costa Rica cup, with top notes of peach and undercurrents of wood-framed florals throughout.",60.30
1075,Jade Espresso,Medium-Light,"Evaluated as espresso. Richly and deeply pungent. Dark chocolate, cedar, orange zest, floral-toned vanilla, fresh pipe tobacco in aroma and small cup. Syrupy but lively mouthfeel; dark chocolate, cedar, orange carry into a resonant finish. The dark chocolate turns crisp and malty in three parts milk. Magnolia Coffee is a Charlotte, North Carolina-based specialty roaster whose motto is “Craft Roasted. Truly Delicious. Socially Conscious.” Magnolia Coffee focuses on direct-trade coffees that make a difference in the lives of the coffee harvesters and the local communities they serve.Visit www.magnoliacoffeeco.com or call 704-651-7726 for more information. Deep, rich, gently tart, chocolaty as a straight shot; gloriously dessert-like in three parts milk.",41.20
1076,Firebird Espresso,Medium-Light,"Evaluated as espresso. Richly sweet-tart. Dark chocolate, narcissus, candied blood orange zest, almond butter, cedar in aroma and small cup. Full, syrupy body; citrus- and cedar-toned finish. In three parts milk, notes of dark chocolate pleasin Founded in August 2016, Charlotte Coffee Company donates 10 percent of proceeds from all retail sales to local non-profits dedicated to ending homelessness and hunger. Visit www.charlottecoffeeco.com for more information. An evocative, richly sweet espresso blend centered on deep chocolate with rich floral and bright citrus undertones.",41.20
1077,Ethiopia Dumerso Light Roast,Medium,"Fruit-forward, delicate yet intense. Complex flowers (lily to lavendar), sandalwood, dark chocolate, plum, a hint of brandy in aroma and cup. Roundly and deeply crisp in structure; lightly satiny in mouthfeel. The finish is resonant and sweet with chocolate and a continuing hint of brandy. Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit, encouraging a flavor profile that is less predictable and deeper than the more familiar wet-processed floral- and citrus-toned Yirgacheffe profile. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. The WestBean is a San Diego-based roastery founded by two friends with a passion for coffee and a determination to bring their customers the highest quality hand-crafted coffee possible. Visit www.thewestbean.com or call 619-709-3232 for more information. A balanced yet intricate dried-in-the-fruit Yirgacheffe, flowers grounded in chocolate with a whiff of brandy.",70.50
1078,Kenya AA Karamundi,Medium-Light,"Delicate, sweetly tart. Roasted cacao nib, honeysuckle, tamarind, spearmint, plum in aroma and cup. Balanced structure with brisk acidity; crisp, satiny mouthfeel. Bittersweet in the short finish and sweetly wood-framed in the long. Produced by approximately 980 members of the Baragwi Farmers Cooperative Society from the SL28, SL34, Ruiru 11 and Batian varieties of Arabica. Despite grower discontent, contested government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world’s most elegant and distinctive coffees. Revel Coffee is a micro-roaster located in Billings, Montana. Its motto: “Quality is paramount—a difference you can revel in.” Visit www.revelcoffee.com or call 406-534-9621 for more information. A cocoa-toned Kenya cup with notes of stone fruit and sweet florals and the added intrigue of a tart, tamarind-like edge.",45.60
1079,Finca San Luis Colombia Espresso,Medium-Light,"Evaluated as espresso. Sweet-savory, intense, balanced. Spicy-toned flowers, tangerine zest, red berries, cedar, dark chocolate, roasted cashew in aroma and small cup. Syrupy but buoyant mouthfeel. Flowers, chocolate and citrus all carry into a resonant though slightly drying finish. Gently and sweetly citrusy in three parts milk, with a continued backgrounded chocolate and nut. Produced by Omar Arango in the Tolima Department of Colombia from trees of the respected Caturra and Catuai varieties of Arabica. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Chocolate Fish is a distinguished New-Zealand-inspired micro-roaster based in Sacramento California, focused on the best in both quality and integrity. Visit www.chocolatefishcoffee.com or call 916-451-5181 for more information. A quietly zesty straight shot nicely rounded and deepened with chocolate and nut. All carry nicely into cappuccino-scaled milk.",51.40
